arvo_id,project,harness,completed,patch_generated,run_status,vuln_id,vuln_function,vuln_file,total_cost_usd,total_llm_calls,failure_category,failure_reason_summary,failure_phase,failure_error,patch_failure_reason,last_validation_status,last_validation_message
24507,harfbuzz,hb-subset-fuzzer,no,no,failed,,,,0,0,genuine_no_patch_agent_stopped,patching completed without any patch attempt,PHASE 5: TRIAGING POV WITH LLM,"Called `Result.unwrap()` on an `Err` value: UnknownCompletionError(reached max retries for completion attempt: e=BadRequestError(""Error code: 400 - {'error': {'message': 'Your input exceeds the context window of this model. Please adjust your input and try again.', 'type': 'invalid_request_error', 'param': 'input', 'code': 'context_length_exceeded'}}""), extra=None)",,,
24567,php,php-fuzz-parser,yes,yes,completed,60,zend_compile_prop,php-src/Zend/zend_compile.c,0.06322715000000001,6,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
24884,arrow,arrow-ipc-stream-fuzz,yes,yes,completed,61,DictionaryArray::DictionaryArray,arrow/cpp/src/arrow/array/array_dict.cc,0.09912385,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
25014,libxml2,xml,yes,yes,completed,62,xmlXIncludeIncludeNode,libxml2/xinclude.c,0.06562255,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
25068,open62541,fuzz_binary_message,yes,yes,completed,280,UA_Server_new,open62541/plugins/ua_config_default.c,0.061875099999999995,6,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
25257,php,php-fuzz-parser,yes,yes,completed,63,zend_deactivate,php-src/Zend/zend.c,0.06972455,6,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
25341,assimp,assimp_fuzzer,yes,yes,completed,64,ParseSkinLump_3DGS_MDL7,assimp/code/AssetLib/MDL/MDLMaterialLoader.cpp,0.06903224999999999,6,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
25384,php,php-fuzz-execute,yes,yes,completed,65,shutdown_destructors,php-src/Zend/zend_execute_API.c,0.0500738,6,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
25601,php,php-fuzz-execute,yes,no,completed,278,zend_std_write_property,php-src/Zend/zend_object_handlers.c,0.051943500000000004,5,genuine_no_patch_agent_stopped,patching completed without any patch attempt,,,the agent did not produce a result,,
26015,ndpi,fuzz_ndpi_reader,yes,no,completed,67,process_ndpi_collected_info,ndpi/example/reader_util.c,0.17027815000000002,25,genuine_patch_failed_validation,patch was produced but PoV still crashes,,,the agent did not produce a result,pov_still_crashes,Patch validation failed because a known PoV still reproduces
26167,skia,sksl2spirv,yes,yes,completed,285,SkSL::IRNode::BlockData::~BlockData,skia/src/sksl/ir/SkSLIRNode.h,0.1674687,9,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
26172,rdkit,mol_data_stream_to_mol_fuzzer,yes,no,completed,240,ParseRGroupLabels,rdkit/Code/GraphMol/FileParsers/MolFileParser.cpp,0.08086014999999999,5,genuine_no_patch_agent_stopped,patching completed without any patch attempt,,,the agent did not produce a result,,
26345,fluent-bit,flb-it-fuzz-parser_fuzzer_OSSFUZZ,yes,yes,completed,68,LLVMFuzzerTestOneInput,fluent-bit/tests/internal/fuzzers/parser_fuzzer.c,0.042796600000000004,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
26880,ndpi,fuzz_ndpi_reader,yes,no,completed,207,ndpi_workflow_process_packet,ndpi/example/reader_util.c,0.0941696,13,genuine_no_patch_agent_stopped,patching completed without any patch attempt,,,the agent did not produce a result,,
27025,fluent-bit,flb-it-fuzz-config_map_fuzzer_OSSFUZZ,yes,yes,completed,69,flb_config_map_destroy,fluent-bit/src/flb_config_map.c,0.05297425,9,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
27315,rdkit,mol_data_stream_to_mol_fuzzer,yes,yes,completed,70,ParseSGroupV2000VectorDataLine,rdkit/Code/GraphMol/FileParsers/MolSGroupParsing.cpp,0.09426165,6,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
27678,skia,api_raster_n32_canvas,yes,yes,completed,71,InverseBlitter::prepost,skia/src/core/SkScan_Path.cpp,0.0682045,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
27945,fluent-bit,flb-it-fuzz-record_ac_fuzzer_OSSFUZZ,yes,yes,completed,72,ra_translate_keymap,fluent-bit/src/flb_record_accessor.c,0.0579096,8,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
28050,skia,skruntimeeffect,yes,yes,completed,73,simplifyExpression,skia/src/sksl/SkSLCompiler.cpp,0.07077035,8,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
28507,selinux,secilc-fuzzer,yes,yes,completed,74,cil_gen_validatetrans,selinux/libsepol/cil/src/cil_build_ast.c,0.07836325,9,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
28660,rdkit,mol_deserialization_fuzzer,yes,no,completed,282,iterateCIPRanks,rdkit/Code/GraphMol/Chirality.cpp,0.1353366,11,genuine_patch_failed_build,patch was produced but validation build failed,,,the agent did not produce a result,build_failed,Patch validation failed during build
28904,skia,skruntimeeffect,yes,yes,completed,214,Constructor::getVecComponent,skia/src/sksl/ir/SkSLConstructor.cpp,0.10414459999999999,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
29185,wolfssl,cryptofuzz-sp-math-all,yes,no,completed,252,Bignum::baseConversion,cryptofuzz-sp-math-all/modules/wolfcrypt/bn_helper.cpp,0.0570227,7,rerun_path_resolution_issue,patch targeted the wrong file path,,,the agent did not produce a result,,
29444,skia,skruntimeeffect,yes,yes,completed,76,simplifyExpression,skia/src/sksl/SkSLCompiler.cpp,0.0959651,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
29500,matio,matio_fuzzer,yes,no,completed,292,H5O_attr_decode,hdf5-1.12.0/src/H5Oattr.c,0.6386848999999999,10,rerun_path_resolution_issue,patch targeted the wrong file path,,,the agent did not produce a result,,
29538,php,php-fuzz-unserializehash,yes,yes,completed,78,php_hash_unserialize,php-src/ext/hash/hash.c,0.053699449999999996,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
29576,matio,matio_fuzzer,yes,no,completed,79,Mat_VarGetSize,matio/src/mat.c,0.31542385000000006,5,genuine_no_patch_agent_stopped,patching completed without any patch attempt,,,the agent did not produce a result,,
29734,php,php-fuzz-unserializehash,yes,no,completed,80,php_hash_xxh32_unserialize,php-src/ext/hash/hash_xxhash.c,0.15163434999999997,21,genuine_patch_failed_validation,patch was produced but PoV still crashes,,,the agent did not produce a result,pov_still_crashes,Patch validation failed because a known PoV still reproduces
29816,c-blosc2,decompress_frame_fuzzer,yes,yes,completed,81,get_coffset,c-blosc2/blosc/frame.c,0.062037499999999995,8,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
29849,skia,sksl2pipeline,yes,yes,completed,82,constantPropagate,skia/src/sksl/ir/SkSLVariableReference.cpp,0.0804965,8,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
29899,php,php-fuzz-execute,yes,no,completed,286,ZEND_ASSIGN_REF_SPEC_VAR_VAR_HANDLER,php-src/Zend/zend_vm_execute.h,0.033777100000000004,5,genuine_no_patch_agent_stopped,patching completed without any patch attempt,,,the agent did not produce a result,,
29947,c-blosc2,decompress_frame_fuzzer,yes,yes,completed,83,get_coffset,c-blosc2/blosc/frame.c,0.0542759,6,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
29973,c-blosc2,decompress_frame_fuzzer,yes,yes,completed,283,frame_get_usermeta,c-blosc2/blosc/frame.c,0.050742999999999996,6,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
30253,c-blosc2,decompress_frame_fuzzer,yes,yes,completed,291,frame_get_metalayers_from_header,c-blosc2/blosc/frame.c,0.054975199999999995,6,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
30572,rdkit,mol_data_stream_to_mol_fuzzer,yes,yes,completed,236,labelRecursivePatterns,rdkit/Code/GraphMol/SmilesParse/SmilesParse.cpp,0.056514850000000005,6,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
30717,selinux,secilc-fuzzer,yes,no,completed,274,is_avrule_redundant,selinux/libsepol/src/optimize.c,0.09196949999999998,6,genuine_no_patch_agent_stopped,patching completed without any patch attempt,,,the agent did not produce a result,,
30894,wolfssl,cryptofuzz-sp-math-all,yes,yes,completed,234,sp_exch,wolfssl-sp-math-all/wolfcrypt/src/sp_int.c,0.0748482,6,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
30950,skia,skruntimeeffect,yes,yes,completed,85,Compiler::simplifyExpression,skia/src/sksl/SkSLCompiler.cpp,0.05989655,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
30974,c-blosc2,decompress_frame_fuzzer,yes,yes,completed,86,get_coffset,c-blosc2/blosc/frame.c,0.043239349999999996,6,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
31170,c-blosc2,decompress_frame_fuzzer,yes,yes,completed,294,get_coffset,c-blosc2/blosc/frame.c,0.0625324,8,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
31241,c-blosc2,decompress_frame_fuzzer,yes,yes,completed,87,frame_decompress_chunk,c-blosc2/blosc/frame.c,0.04776065,6,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
31556,c-blosc2,decompress_frame_fuzzer,yes,yes,completed,88,blosc_d,c-blosc2/blosc/blosc2.c,0.0557543,6,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
31575,php,php-fuzz-execute,yes,no,completed,89,php_var_dump,php-src/ext/standard/var.c,0.0685335,7,genuine_no_patch_agent_stopped,patching completed without any patch attempt,,,the agent did not produce a result,,
31586,c-blosc2,decompress_frame_fuzzer,yes,yes,completed,90,initialize_context_decompression,c-blosc2/blosc/blosc2.c,0.0415114,6,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
31591,libredwg,llvmfuzz,yes,yes,completed,91,dwg_decode_LWPOLYLINE_private,libredwg/src/dwg.spec,0.07144585,12,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
3175,ffmpeg,ffmpeg_AV_CODEC_ID_HEVC_fuzzer,yes,no,completed,92,hls_transform_unit,ffmpeg/libavcodec/hevcdec.c,0.0522368,6,genuine_no_patch_agent_stopped,patching completed without any patch attempt,,,the agent did not produce a result,,
31754,skia,api_mock_gpu_canvas,yes,yes,completed,93,GrGpuResource::CacheAccess::release,skia/src/gpu/GrGpuResourceCacheAccess.h,0.0709926,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
31901,gpac,fuzz_parse,yes,yes,completed,94,iloc_box_read,gpac/src/isomedia/box_code_meta.c,0.057458449999999994,8,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
32040,c-blosc2,decompress_frame_fuzzer,yes,yes,completed,95,bitunshuffle,c-blosc2/blosc/shuffle.c,0.049240099999999995,6,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
32140,c-blosc2,decompress_frame_fuzzer,yes,yes,completed,96,get_coffset,c-blosc2/blosc/frame.c,0.06749645,9,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
32260,selinux,secilc-fuzzer,yes,no,completed,97,is_avrule_redundant,selinux/libsepol/src/optimize.c,0.060985050000000006,5,genuine_no_patch_agent_stopped,patching completed without any patch attempt,,,the agent did not produce a result,,
32336,c-blosc2,decompress_frame_fuzzer,yes,yes,completed,273,ZSTD_execSequenceEnd,c-blosc2/internal-complibs/zstd-1.4.9/decompress/zstd_decompress_block.c,0.06164165,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
32356,gpac,fuzz_parse,yes,yes,completed,99,audio_sample_entry_box_read,gpac/src/isomedia/box_code_base.c,0.0637672,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
32604,libredwg,llvmfuzz,yes,no,completed,100,dwg_free_MTEXTATTRIBUTEOBJECTCONTEXTDATA_private,libredwg/src/dwg.spec,0.0715526,12,genuine_no_patch_agent_stopped,patching completed without any patch attempt,,,the agent did not produce a result,,
3265,librawspeed,TiffDecoderFuzzer-SrwDecoder,yes,no,completed,101,decompressRow,librawspeed/src/librawspeed/decompressors/SamsungV2Decompressor.cpp,0.1751456,25,genuine_patch_failed_validation,patch was produced but PoV still crashes,,,the agent did not produce a result,pov_still_crashes,Patch validation failed because a known PoV still reproduces
32675,selinux,secilc-fuzzer,yes,yes,completed,102,check_assertion_avtab_match,selinux/libsepol/src/assertion.c,0.07326165,8,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
33402,ffmpeg,ffmpeg_AV_CODEC_ID_AMV_fuzzer,yes,yes,completed,295,ff_jpegls_decode_picture,ffmpeg/libavcodec/jpeglsdec.c,0.10273689999999999,9,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
33413,ffmpeg,ffmpeg_AV_CODEC_ID_THP_fuzzer,yes,yes,completed,288,ff_jpegls_decode_picture,ffmpeg/libavcodec/jpeglsdec.c,0.0805007,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
34259,c-blosc2,decompress_frame_fuzzer,yes,yes,completed,103,get_vlmeta_from_trailer,c-blosc2/blosc/frame.c,0.06104385,6,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
3447,librawspeed,TiffDecoderFuzzer-DngDecoder,yes,no,completed,262,transferBadPixelsToMap,librawspeed/src/librawspeed/common/RawImage.cpp,0.0632191,13,genuine_patch_failed_validation,patch was produced but PoV still crashes,,,the agent did not produce a result,pov_still_crashes,Patch validation failed because a known PoV still reproduces
34852,harfbuzz,hb-subset-fuzzer,yes,yes,completed,105,closure_forV1,harfbuzz/src/hb-ot-color-colr-table.hh,0.055446999999999996,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
34911,serenity,FuzzURL,yes,yes,completed,201,parse,serenity/AK/URLParser.cpp,0.057943549999999996,6,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
35293,libjxl,djxl_fuzzer,yes,yes,completed,289,FinalizeFrameDecoding,libjxl/lib/jxl/dec_reconstruct.cc,0.0592347,8,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
35553,selinux,secilc-fuzzer,yes,yes,completed,106,cil_typeattribute_to_bitmap,selinux/libsepol/cil/src/cil_binary.c,0.0698523,10,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
35876,php,php-fuzz-execute,yes,yes,completed,107,ZEND_ASSIGN_OP_SPEC_VAR_TMPVAR_HANDLER,php-src/Zend/zend_vm_execute.h,0.05518765,6,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
36306,wolfssl,cryptofuzz-sp-math,yes,yes,completed,250,sp_ecc_proj_add_point_256,wolfssl-sp-math/wolfcrypt/src/sp_c64.c,0.07961135,13,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
36402,harfbuzz,hb-subset-fuzzer,yes,yes,completed,108,VarRegionList::serialize,harfbuzz/src/hb-ot-layout-common.hh,0.7892188499999999,8,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
36464,mruby,mruby_fuzzer,yes,yes,completed,109,scope_finish,mruby/mrbgems/mruby-compiler/core/codegen.c,0.0665462,9,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
36807,php,php-fuzz-execute,yes,no,completed,110,ZEND_ASSIGN_DIM_SPEC_VAR_UNUSED_OP_DATA_VAR_HANDLER,php-src/Zend/zend_vm_execute.h,0.0570899,5,genuine_no_patch_agent_stopped,patching completed without any patch attempt,,,the agent did not produce a result,,
36930,mruby,mruby_fuzzer,yes,yes,completed,111,mrb_vm_exec,mruby/src/vm.c,0.048348999999999996,9,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
36998,rdkit,mol_data_stream_to_mol_fuzzer,yes,yes,completed,112,SmilesParseOps::addquery,rdkit/Code/GraphMol/SmilesParse/CXSmilesOps.cpp,0.2590924,7,success,patch generated and validated,,,,validated_patch_accepted,Patch validation succeeded
